gender,occupation,city_category,stay_years,marital_status,purchase_amount,quantity,age_group,product_category,payment_method
F,10,C,2,0,945.21,2,36-45,Esportes,Cartao_Debito
F,12,C,4,0,214.72,1,46-50,Esportes,PIX
F,5,C,4,0,191.24,4,26-35,Alimentos,Cartao_Debito
F,13,B,0,0,603.79,4,36-45,Eletronicos,Cartao_Credito
M,4,B,4,0,304.6,1,0-17,Eletronicos,Cartao_Credito
M,9,C,4,0,127.15,4,36-45,Alimentos,Cartao_Debito
M,2,A,2,1,515.75,2,0-17,Eletronicos,Cartao_Credito
F,18,B,1,1,158.58,4,51-55,Beleza,Cartao_Debito
M,5,C,2,0,85.54,3,26-35,Alimentos,Dinheiro
M,3,A,2,1,180.84,4,18-25,Brinquedos,Dinheiro
F,16,A,3,1,489.85,5,46-50,Eletronicos,Cartao_Credito
M,11,C,2,0,402.97,1,26-35,Eletronicos,Boleto
F,14,A,1,1,276.24,4,46-50,Brinquedos,Cartao_Credito
F,20,A,4,0,259.92,3,55+,Eletronicos,PIX
M,14,C,2,1,262.81,4,51-55,Eletronicos,Dinheiro
F,7,B,4,1,340.0,4,26-35,Beleza,Dinheiro
F,12,A,1,1,79.54,1,46-50,Beleza,Dinheiro
M,6,A,0,1,219.19,5,26-35,Casa,Boleto
M,11,B,4,1,629.18,3,26-35,Brinquedos,Cartao_Debito
F,7,B,3,1,132.99,2,26-35,Alimentos,Cartao_Debito
F,14,A,1,1,115.08,5,46-50,Beleza,Boleto
M,5,A,0,1,174.16,5,26-35,Esportes,PIX
M,14,A,4,0,167.3,3,18-25,Casa,Cartao_Debito
F,1,B,2,1,147.89,4,0-17,Roupas,Dinheiro
F,7,A,2,0,249.12,3,18-25,Alimentos,PIX
F,2,C,0,1,426.9,3,18-25,Eletronicos,Cartao_Credito
F,8,A,2,1,189.59,3,36-45,Alimentos,Cartao_Debito
M,10,A,4,0,32.08,1,18-25,Eletronicos,Cartao_Debito
F,11,B,0,1,266.35,4,55+,Beleza,Dinheiro
M,5,A,4,0,109.17,1,26-35,Eletronicos,PIX
F,17,B,2,0,291.37,1,0-17,Alimentos,PIX
M,7,C,1,1,386.19,2,26-35,Esportes,Cartao_Credito
M,8,A,2,0,175.62,4,36-45,Alimentos,PIX
M,2,C,0,0,229.93,3,0-17,Eletronicos,Cartao_Debito
M,19,A,1,1,55.77,3,55+,Alimentos,Cartao_Credito
F,5,B,2,1,344.75,5,26-35,Eletronicos,Cartao_Credito
M,19,B,0,1,104.38,2,51-55,Alimentos,PIX
F,14,A,4,1,80.61,2,55+,Beleza,Dinheiro
M,8,B,1,1,223.69,3,26-35,Alimentos,Dinheiro
F,13,B,4,0,31.1,5,26-35,Alimentos,Dinheiro
M,1,B,3,0,168.83,4,0-17,Alimentos,PIX
F,8,C,2,0,116.47,5,18-25,Casa,Cartao_Debito
F,19,A,4,1,358.97,4,55+,Esportes,Boleto
F,11,A,1,1,257.43,5,36-45,Casa,Cartao_Debito
F,7,B,2,1,50.55,2,36-45,Beleza,PIX
F,1,B,2,1,291.02,4,18-25,Roupas,PIX
M,5,C,2,1,446.2,1,18-25,Eletronicos,Boleto
M,3,A,3,0,254.68,1,18-25,Eletronicos,PIX
F,12,A,3,1,44.29,1,46-50,Beleza,Dinheiro
M,4,B,2,0,131.33,2,18-25,Alimentos,Dinheiro
M,9,A,4,0,114.81,1,36-45,Alimentos,Boleto
F,20,C,1,0,1123.63,2,55+,Beleza,Boleto
F,13,A,4,1,271.71,2,46-50,Beleza,PIX
M,8,A,0,1,192.5,2,26-35,Beleza,Boleto
M,19,A,4,0,487.04,4,46-50,Eletronicos,Cartao_Credito
F,12,B,1,1,888.45,2,36-45,Alimentos,Cartao_Credito
M,0,B,2,1,211.89,4,0-17,Eletronicos,Dinheiro
F,18,B,1,0,184.58,2,55+,Roupas,Boleto
M,4,A,1,0,73.44,2,0-17,Esportes,Cartao_Debito
M,3,B,0,0,201.15,5,0-17,Casa,PIX
F,0,A,2,1,680.06,1,0-17,Eletronicos,Dinheiro
M,9,B,3,1,29.38,2,36-45,Esportes,PIX
M,15,B,1,0,245.16,2,36-45,Casa,Dinheiro
F,12,A,2,1,251.62,5,46-50,Esportes,PIX
M,6,B,2,0,163.75,4,18-25,Beleza,Cartao_Debito
M,18,C,0,0,341.24,1,26-35,Beleza,Cartao_Credito
F,1,A,0,1,187.45,2,0-17,Casa,Cartao_Debito
M,5,C,1,1,212.63,1,36-45,Alimentos,Cartao_Debito
F,17,C,1,1,623.25,4,46-50,Casa,Boleto
M,5,A,2,0,30.22,4,46-50,Brinquedos,PIX
M,7,A,3,1,195.85,4,26-35,Eletronicos,PIX
F,16,C,0,1,371.98,4,46-50,Casa,Dinheiro
M,8,A,1,1,281.59,1,36-45,Esportes,PIX
M,18,A,4,1,66.44,1,55+,Eletronicos,Dinheiro
M,10,C,1,0,272.64,3,46-50,Eletronicos,Cartao_Debito
F,4,B,2,0,267.54,1,18-25,Brinquedos,Cartao_Debito
M,10,C,2,1,24.6,2,26-35,Alimentos,Dinheiro
M,20,A,3,1,383.22,4,55+,Eletronicos,Cartao_Credito
M,18,B,0,0,345.64,1,55+,Eletronicos,PIX
F,2,B,4,0,291.48,2,0-17,Eletronicos,PIX
F,4,C,2,1,533.64,3,26-35,Casa,Cartao_Debito
M,12,A,2,0,44.52,5,46-50,Brinquedos,PIX
M,10,B,4,0,388.87,3,36-45,Esportes,Cartao_Credito
M,12,B,2,1,491.36,4,55+,Eletronicos,Cartao_Credito
M,10,A,3,0,171.48,1,36-45,Esportes,Cartao_Debito
M,10,A,0,1,277.96,2,36-45,Esportes,Cartao_Debito
F,4,A,3,1,289.12,2,18-25,Eletronicos,Dinheiro
F,8,B,2,1,348.06,5,36-45,Esportes,Boleto
M,20,A,3,0,157.1,2,26-35,Casa,Dinheiro
M,1,B,4,0,139.31,3,26-35,Roupas,PIX
F,1,B,0,1,196.38,5,0-17,Brinquedos,Boleto
M,13,B,2,1,127.15,5,51-55,Alimentos,Dinheiro
F,6,A,4,0,91.7,5,18-25,Beleza,Dinheiro
F,5,B,0,1,167.17,1,46-50,Beleza,Cartao_Debito
M,4,A,1,1,296.92,5,26-35,Eletronicos,PIX
M,12,B,0,1,390.95,3,36-45,Beleza,Cartao_Credito
M,4,A,1,0,560.19,1,18-25,Eletronicos,Cartao_Credito
F,1,C,3,1,174.39,1,0-17,Roupas,PIX
M,6,C,4,0,228.9,4,26-35,Brinquedos,Dinheiro
F,11,B,1,1,254.54,5,36-45,Beleza,Cartao_Debito
F,13,B,0,1,315.43,5,36-45,Casa,Cartao_Credito
M,7,B,4,0,553.02,1,26-35,Eletronicos,Cartao_Credito
M,4,B,3,0,140.95,5,46-50,Esportes,Dinheiro
M,14,B,0,0,94.8,5,51-55,Beleza,Dinheiro
M,3,A,2,0,301.86,1,26-35,Eletronicos,Dinheiro
M,9,B,4,1,268.52,3,36-45,Esportes,Dinheiro
M,11,B,4,0,114.72,2,26-35,Brinquedos,PIX
F,11,B,0,1,51.67,1,46-50,Beleza,Cartao_Debito
M,0,A,2,0,278.49,4,51-55,Eletronicos,Boleto
F,10,C,0,0,516.73,3,46-50,Beleza,Boleto
M,10,B,4,0,592.81,4,26-35,Esportes,Boleto
F,12,A,2,1,167.26,3,46-50,Alimentos,PIX
F,6,A,3,0,399.57,3,26-35,Eletronicos,Cartao_Credito
M,11,B,2,0,185.75,4,46-50,Esportes,Cartao_Credito
M,7,A,4,1,40.27,5,18-25,Esportes,Cartao_Debito
M,5,B,1,1,352.67,5,26-35,Beleza,Cartao_Credito
F,13,A,3,1,78.59,5,36-45,Alimentos,PIX
M,2,B,3,1,96.81,1,18-25,Esportes,PIX
M,10,A,0,0,425.16,3,46-50,Brinquedos,Dinheiro
F,10,B,3,0,302.92,3,36-45,Roupas,Cartao_Credito
M,11,A,3,1,167.15,3,46-50,Eletronicos,Cartao_Debito
F,11,B,2,1,158.48,4,36-45,Casa,Cartao_Debito
F,16,A,0,1,255.03,3,26-35,Beleza,Dinheiro
M,16,B,4,0,211.03,1,55+,Alimentos,PIX
F,9,B,1,1,493.09,2,36-45,Casa,Boleto
F,4,A,3,0,62.23,3,26-35,Beleza,PIX
M,11,B,1,1,142.63,3,26-35,Alimentos,PIX
M,3,B,0,0,529.62,5,0-17,Eletronicos,Cartao_Credito
F,7,C,0,0,149.34,3,26-35,Alimentos,Dinheiro
F,10,C,1,1,44.86,4,26-35,Roupas,Dinheiro
M,18,C,4,1,1020.12,1,51-55,Eletronicos,Boleto
F,20,A,0,0,257.18,3,55+,Esportes,PIX
F,6,B,3,1,114.36,5,26-35,Beleza,Cartao_Debito
M,0,B,2,1,125.03,2,18-25,Alimentos,Dinheiro
F,19,B,0,1,163.27,2,0-17,Beleza,PIX
M,11,C,0,0,395.91,3,18-25,Casa,PIX
M,3,A,1,0,65.71,4,0-17,Brinquedos,Cartao_Debito
M,7,A,3,1,198.79,5,26-35,Eletronicos,PIX
F,1,A,2,0,194.6,5,0-17,Beleza,Cartao_Debito
M,4,B,4,0,319.81,2,18-25,Eletronicos,PIX
F,0,A,1,0,205.68,2,18-25,Esportes,Dinheiro
F,6,A,3,0,148.05,4,18-25,Alimentos,PIX
M,3,C,0,0,23.77,3,0-17,Esportes,PIX
F,12,C,1,1,666.18,1,36-45,Esportes,Boleto
M,3,A,3,1,141.82,5,18-25,Eletronicos,Dinheiro
M,12,C,0,0,389.74,2,0-17,Esportes,PIX
M,18,A,2,0,509.63,3,51-55,Brinquedos,Cartao_Credito
F,7,C,0,1,146.69,3,36-45,Beleza,Dinheiro
M,4,A,2,1,207.65,4,26-35,Casa,PIX
M,0,A,0,1,652.54,2,18-25,Eletronicos,Boleto
F,15,B,0,0,467.58,5,55+,Brinquedos,Boleto
F,18,B,0,0,572.94,5,46-50,Brinquedos,Dinheiro
F,20,B,1,1,92.27,1,55+,Alimentos,Cartao_Debito
M,11,A,4,1,169.2,5,36-45,Eletronicos,PIX
M,7,B,2,0,120.62,2,18-25,Alimentos,Cartao_Debito
M,9,B,0,1,819.18,1,18-25,Casa,Cartao_Credito
M,20,B,4,0,433.67,1,55+,Brinquedos,Boleto
F,15,C,2,0,244.37,3,46-50,Roupas,Cartao_Debito
M,8,A,4,0,94.32,2,36-45,Alimentos,PIX
M,6,B,1,1,123.26,1,26-35,Alimentos,Dinheiro
F,16,C,0,0,280.79,5,46-50,Esportes,PIX
M,16,B,4,1,213.81,1,46-50,Alimentos,PIX
M,16,B,4,1,369.76,4,26-35,Esportes,Dinheiro
M,18,A,0,1,249.17,1,46-50,Beleza,Boleto
F,8,B,4,0,211.33,3,36-45,Beleza,PIX
M,6,C,0,1,118.97,1,26-35,Eletronicos,Cartao_Debito
F,14,B,4,1,479.11,4,46-50,Brinquedos,Boleto
M,4,C,0,1,302.11,1,0-17,Beleza,PIX
F,9,A,1,0,168.92,1,26-35,Roupas,Boleto
M,9,C,1,0,301.48,4,26-35,Eletronicos,Cartao_Credito
F,3,C,1,0,181.55,1,55+,Roupas,PIX
F,7,B,2,1,91.77,1,26-35,Alimentos,Cartao_Debito
M,11,B,1,0,200.39,2,0-17,Beleza,PIX
F,13,A,3,1,54.14,5,46-50,Eletronicos,PIX
M,15,C,3,1,308.51,4,51-55,Casa,Boleto
M,11,B,1,0,262.64,4,36-45,Roupas,Dinheiro
M,18,B,2,0,314.25,2,51-55,Eletronicos,Cartao_Credito
M,12,C,4,1,448.67,5,26-35,Casa,Dinheiro
F,18,C,1,1,409.8,2,51-55,Beleza,Boleto
F,17,B,4,0,93.95,2,51-55,Alimentos,Cartao_Debito
M,3,A,4,1,244.37,2,18-25,Beleza,Cartao_Debito
M,15,A,0,1,308.31,5,51-55,Eletronicos,Boleto
M,15,B,3,1,244.09,2,46-50,Alimentos,Boleto
M,10,B,2,1,573.09,1,36-45,Eletronicos,Cartao_Credito
M,18,C,4,0,171.67,1,36-45,Eletronicos,Cartao_Credito
M,5,C,4,1,475.02,3,18-25,Eletronicos,Cartao_Credito
F,17,B,3,0,251.05,4,55+,Esportes,Dinheiro
M,5,B,4,1,655.1,2,26-35,Casa,Cartao_Credito
M,3,B,2,1,663.64,2,55+,Eletronicos,Boleto
F,13,C,0,0,99.72,3,36-45,Beleza,Dinheiro
M,19,C,2,0,216.03,5,51-55,Casa,Dinheiro
F,13,A,4,1,76.33,5,51-55,Alimentos,PIX
M,10,A,0,0,321.36,4,26-35,Casa,Boleto
M,18,C,3,1,39.29,4,55+,Casa,Dinheiro
M,19,B,0,1,99.33,5,55+,Alimentos,Boleto
M,11,B,0,1,266.65,3,26-35,Esportes,PIX
F,0,B,1,1,173.74,4,0-17,Roupas,PIX
F,7,B,2,1,240.45,1,36-45,Beleza,Dinheiro
F,0,B,4,0,173.65,2,0-17,Roupas,Cartao_Debito
F,7,C,0,1,486.65,5,36-45,Beleza,Cartao_Credito
F,19,B,0,0,289.19,5,51-55,Brinquedos,Dinheiro
M,17,C,4,0,154.28,2,0-17,Casa,PIX
M,13,C,0,1,379.65,3,36-45,Esportes,Cartao_Credito
M,15,A,4,0,221.75,3,51-55,Alimentos,Cartao_Debito
M,16,B,2,0,244.09,5,55+,Brinquedos,Cartao_Credito
M,3,A,1,0,93.99,3,18-25,Eletronicos,Boleto
M,11,A,0,0,29.24,4,46-50,Beleza,Dinheiro
F,11,A,3,1,116.08,3,36-45,Beleza,PIX
F,19,C,1,0,83.82,2,51-55,Beleza,Boleto
F,9,B,4,0,218.07,5,36-45,Beleza,PIX
F,0,B,2,0,525.73,2,0-17,Eletronicos,Cartao_Credito
F,16,A,1,1,152.62,2,46-50,Beleza,Dinheiro
F,4,A,0,0,48.41,1,18-25,Beleza,PIX
M,11,C,3,1,201.86,2,26-35,Eletronicos,PIX
M,11,B,0,1,268.48,5,51-55,Eletronicos,Dinheiro
M,15,A,4,0,97.14,2,36-45,Beleza,Dinheiro
M,19,A,0,0,185.78,5,46-50,Eletronicos,PIX
M,5,A,0,1,168.92,1,26-35,Eletronicos,PIX
F,7,B,3,0,187.99,5,0-17,Roupas,Boleto
F,13,C,3,1,160.24,5,46-50,Roupas,Dinheiro
F,7,B,3,1,72.48,5,26-35,Casa,PIX
F,3,A,4,0,527.88,1,18-25,Roupas,Cartao_Credito
M,14,B,4,1,119.64,2,26-35,Eletronicos,Dinheiro
M,2,B,1,0,353.05,2,0-17,Esportes,Cartao_Credito
M,9,B,0,0,241.93,3,36-45,Eletronicos,Cartao_Debito
F,5,B,0,0,320.07,3,18-25,Eletronicos,Cartao_Credito
M,8,A,1,0,268.64,2,26-35,Eletronicos,Cartao_Debito
F,3,A,1,0,227.3,5,18-25,Beleza,Dinheiro
F,14,A,3,0,463.64,3,51-55,Eletronicos,Boleto
M,9,C,0,0,86.55,3,26-35,Eletronicos,Dinheiro
F,13,C,3,0,153.81,5,46-50,Alimentos,PIX
F,15,C,4,0,269.24,3,51-55,Beleza,Boleto
F,15,C,1,1,56.5,4,51-55,Casa,PIX
F,5,B,0,0,244.17,4,18-25,Brinquedos,PIX
F,3,C,3,0,633.0,3,18-25,Casa,Dinheiro
M,0,B,2,1,145.23,3,18-25,Alimentos,PIX
F,3,A,1,1,262.41,4,18-25,Eletronicos,PIX
M,12,B,3,1,307.47,5,46-50,Brinquedos,Boleto
M,4,C,0,0,363.33,1,18-25,Esportes,Dinheiro
F,18,A,1,0,64.23,1,46-50,Alimentos,Boleto
F,8,C,2,1,534.72,3,36-45,Eletronicos,Cartao_Credito
F,6,C,3,1,369.92,4,36-45,Roupas,Cartao_Credito
F,10,A,0,0,336.76,2,26-35,Eletronicos,Dinheiro
F,12,A,1,0,190.43,3,36-45,Beleza,Dinheiro
F,14,A,3,0,173.21,2,51-55,Alimentos,Dinheiro
M,9,A,0,0,135.72,5,36-45,Eletronicos,Cartao_Debito
M,1,B,0,1,183.63,2,46-50,Roupas,PIX
M,10,B,1,0,346.01,3,18-25,Esportes,Cartao_Credito
F,3,A,3,1,203.0,2,18-25,Beleza,PIX
F,9,B,1,1,686.55,5,36-45,Beleza,Boleto
M,9,C,4,1,194.99,4,55+,Brinquedos,Dinheiro
F,16,C,0,0,353.51,4,51-55,Eletronicos,Boleto
F,10,C,1,0,265.96,2,46-50,Casa,PIX
F,18,B,2,1,245.67,3,51-55,Beleza,PIX
M,0,C,2,1,123.25,1,0-17,Beleza,Dinheiro
M,13,A,0,0,162.09,4,55+,Beleza,PIX
M,0,B,3,1,128.84,3,0-17,Beleza,PIX
F,15,C,1,0,88.2,2,55+,Brinquedos,Cartao_Debito
M,19,C,3,1,259.75,3,18-25,Eletronicos,PIX
M,20,B,3,0,68.19,3,55+,Esportes,PIX
F,17,A,4,0,129.45,2,46-50,Esportes,Cartao_Debito
F,7,C,3,1,159.41,3,36-45,Alimentos,PIX
M,9,C,0,1,81.04,5,36-45,Brinquedos,Boleto
M,15,A,4,1,148.72,3,51-55,Alimentos,PIX
F,16,A,0,0,162.99,1,51-55,Beleza,Dinheiro
M,2,B,0,0,367.28,2,18-25,Esportes,Boleto
M,1,B,0,1,370.43,1,0-17,Eletronicos,Cartao_Debito
M,18,A,4,1,110.15,3,51-55,Beleza,Dinheiro
M,14,B,0,1,375.95,2,36-45,Eletronicos,Cartao_Credito
F,11,A,3,1,355.16,2,46-50,Eletronicos,Cartao_Credito
M,6,C,4,0,82.66,1,36-45,Alimentos,PIX
F,5,A,1,1,165.88,2,26-35,Brinquedos,PIX
F,13,C,4,0,227.82,4,36-45,Brinquedos,Dinheiro
F,5,A,1,1,198.89,4,36-45,Beleza,Cartao_Credito
F,3,B,0,1,149.86,1,0-17,Beleza,PIX
M,16,A,4,0,350.43,3,46-50,Esportes,Boleto
M,13,B,3,0,568.24,2,46-50,Eletronicos,Cartao_Credito
M,20,B,0,0,243.87,3,0-17,Beleza,PIX
F,6,B,3,0,129.18,1,18-25,Brinquedos,Cartao_Debito
M,4,C,4,1,132.55,3,26-35,Beleza,PIX
M,16,B,2,0,201.25,1,51-55,Casa,Boleto
M,14,B,2,0,396.44,3,36-45,Eletronicos,Boleto
M,6,C,4,1,280.19,4,36-45,Eletronicos,PIX
M,14,A,2,0,255.35,2,36-45,Esportes,PIX
M,7,A,0,1,614.36,3,36-45,Eletronicos,Boleto
F,19,A,4,1,102.87,4,55+,Casa,PIX
M,9,B,4,0,484.42,1,26-35,Beleza,Boleto
F,15,A,0,0,281.63,4,46-50,Brinquedos,PIX
F,12,B,2,0,295.57,1,0-17,Roupas,Cartao_Debito
F,13,B,4,0,227.09,3,36-45,Beleza,Dinheiro
M,0,A,0,0,149.51,3,0-17,Eletronicos,PIX
F,0,A,0,0,169.38,2,0-17,Beleza,Dinheiro
M,20,B,0,0,299.55,3,55+,Esportes,Boleto
M,2,B,4,1,300.56,2,26-35,Brinquedos,Cartao_Credito
F,7,B,1,1,197.67,4,36-45,Casa,Cartao_Debito
M,0,A,3,1,193.75,2,46-50,Alimentos,Cartao_Debito
F,15,C,1,1,434.33,2,51-55,Eletronicos,Boleto
M,19,A,4,0,154.03,3,55+,Beleza,Cartao_Debito
F,17,B,2,1,351.2,2,55+,Esportes,Boleto
M,4,A,2,0,330.78,4,18-25,Eletronicos,Boleto
M,9,B,0,0,192.46,5,26-35,Alimentos,PIX
F,9,C,2,1,95.02,4,26-35,Alimentos,Dinheiro
M,19,B,0,1,415.07,1,55+,Eletronicos,Boleto
M,18,B,4,0,253.59,3,51-55,Eletronicos,Boleto
F,16,C,2,0,180.32,1,46-50,Brinquedos,Dinheiro
F,6,B,3,1,510.89,4,0-17,Brinquedos,PIX
M,9,B,0,1,540.88,2,36-45,Eletronicos,Cartao_Credito
M,15,B,4,0,248.8,5,0-17,Alimentos,Cartao_Credito
M,4,A,3,1,62.34,3,18-25,Beleza,PIX
M,12,A,1,0,704.86,3,36-45,Eletronicos,Cartao_Credito
F,11,B,1,0,163.83,1,26-35,Beleza,Dinheiro
M,1,C,4,0,90.7,3,0-17,Beleza,PIX
M,9,C,2,1,121.05,5,36-45,Brinquedos,PIX
M,16,A,1,0,85.95,1,55+,Alimentos,PIX
F,2,B,1,0,380.63,5,0-17,Casa,PIX
M,18,B,2,0,199.35,1,0-17,Beleza,Dinheiro
F,10,B,1,0,113.09,4,36-45,Casa,PIX
F,17,C,3,1,133.73,4,55+,Brinquedos,Boleto
F,4,B,2,0,231.29,3,26-35,Alimentos,Dinheiro
F,11,B,3,0,149.9,5,36-45,Beleza,Dinheiro
M,6,C,1,0,183.69,5,26-35,Casa,Dinheiro
M,20,C,0,0,179.68,3,55+,Beleza,Dinheiro
M,20,B,2,0,170.41,5,55+,Casa,Cartao_Credito
F,1,A,4,1,173.79,1,0-17,Alimentos,Cartao_Debito
F,18,B,3,1,123.64,5,46-50,Eletronicos,PIX
M,11,B,4,0,179.36,2,36-45,Roupas,Boleto
F,8,C,4,0,202.24,3,18-25,Esportes,PIX
M,0,B,2,1,265.03,4,46-50,Casa,PIX
F,12,A,1,0,869.48,1,36-45,Eletronicos,Cartao_Credito
M,12,C,0,0,154.37,5,55+,Brinquedos,Dinheiro
F,7,B,2,0,177.52,1,26-35,Alimentos,PIX
F,16,B,3,0,167.55,2,36-45,Beleza,Cartao_Debito
F,10,B,2,0,287.65,4,18-25,Roupas,Cartao_Debito
F,2,A,3,1,136.41,4,18-25,Beleza,Cartao_Credito
F,20,B,3,0,152.63,2,55+,Alimentos,PIX
M,7,B,1,0,378.96,2,26-35,Esportes,Cartao_Credito
M,6,B,2,1,508.2,4,51-55,Eletronicos,Cartao_Credito
M,5,A,3,1,614.76,1,18-25,Eletronicos,Cartao_Credito
M,9,A,1,0,307.01,5,36-45,Brinquedos,Boleto
M,16,A,0,1,399.55,1,46-50,Eletronicos,Boleto
M,2,C,0,1,85.63,4,26-35,Casa,Boleto
F,10,B,3,0,222.43,5,46-50,Casa,Dinheiro
M,10,A,1,1,251.25,4,36-45,Eletronicos,PIX
F,16,B,3,1,322.61,2,46-50,Eletronicos,Cartao_Credito
M,17,A,4,0,236.25,2,46-50,Casa,Dinheiro
F,17,B,3,0,154.33,4,51-55,Brinquedos,Dinheiro
M,5,B,3,0,121.91,2,55+,Roupas,Dinheiro
M,14,C,4,1,395.62,5,46-50,Eletronicos,Dinheiro
M,16,A,2,0,504.11,4,51-55,Eletronicos,Boleto
F,1,A,3,0,316.74,1,18-25,Esportes,Cartao_Credito
F,8,A,2,1,267.82,3,26-35,Beleza,PIX
M,1,C,3,1,142.19,4,18-25,Casa,Dinheiro
M,14,C,0,0,347.07,2,46-50,Roupas,Boleto
F,8,C,0,1,404.6,3,26-35,Brinquedos,Cartao_Credito
F,14,C,4,0,270.81,1,46-50,Roupas,Dinheiro
M,2,A,4,1,410.31,3,26-35,Casa,Dinheiro
F,15,C,4,1,93.14,1,0-17,Beleza,PIX
M,6,C,2,0,223.85,1,26-35,Beleza,PIX
M,17,A,4,0,183.65,5,51-55,Esportes,Boleto
F,12,B,0,0,611.1,4,51-55,Casa,Cartao_Credito
M,5,B,1,0,290.92,2,18-25,Eletronicos,PIX
M,16,B,2,0,285.01,3,46-50,Eletronicos,PIX
F,1,B,3,1,177.55,2,0-17,Eletronicos,Cartao_Debito
F,1,A,4,1,246.23,1,0-17,Alimentos,PIX
M,16,B,3,0,236.09,3,55+,Roupas,PIX
M,17,B,1,1,280.89,2,51-55,Casa,PIX
F,18,A,4,1,219.78,4,18-25,Eletronicos,PIX
M,8,C,1,0,241.12,2,26-35,Beleza,Dinheiro
M,14,A,1,0,169.09,5,46-50,Eletronicos,PIX
F,10,A,0,0,357.49,2,36-45,Esportes,Boleto
F,17,B,2,0,383.12,4,51-55,Beleza,Cartao_Credito
F,10,B,2,1,215.27,3,36-45,Alimentos,Cartao_Credito
M,8,C,1,1,214.25,4,26-35,Beleza,PIX
M,14,B,1,1,206.38,5,18-25,Brinquedos,Dinheiro
M,6,A,2,1,461.72,1,36-45,Eletronicos,Boleto
F,16,C,2,1,377.78,5,51-55,Eletronicos,Cartao_Credito
F,7,B,4,1,120.67,3,26-35,Beleza,PIX
M,7,C,4,0,418.18,3,18-25,Eletronicos,Dinheiro
F,1,B,3,1,319.9,4,0-17,Casa,Dinheiro
F,17,B,2,0,418.52,2,46-50,Brinquedos,Cartao_Credito
M,3,C,3,0,50.6,3,18-25,Alimentos,PIX
F,13,B,3,0,340.28,2,46-50,Brinquedos,Boleto
F,1,A,3,1,452.35,4,18-25,Casa,Cartao_Credito
M,12,B,0,0,312.52,5,46-50,Esportes,Cartao_Debito
M,19,B,2,0,105.43,5,55+,Brinquedos,Cartao_Debito
F,11,B,2,0,270.29,2,0-17,Eletronicos,PIX
F,11,B,3,0,360.36,1,46-50,Eletronicos,Boleto
F,19,B,4,1,317.61,3,55+,Esportes,Boleto
F,12,B,1,0,273.11,4,36-45,Esportes,PIX
M,1,B,3,1,203.39,2,0-17,Alimentos,PIX
F,15,B,1,0,436.24,4,51-55,Brinquedos,Cartao_Credito
F,19,A,1,1,185.83,1,51-55,Beleza,Dinheiro
M,4,C,4,0,136.61,2,18-25,Eletronicos,PIX
F,18,C,3,1,510.82,5,51-55,Brinquedos,Dinheiro
M,15,A,1,1,95.59,1,51-55,Eletronicos,Cartao_Credito
F,6,B,3,1,72.59,5,36-45,Beleza,PIX
F,11,A,1,0,358.93,1,26-35,Eletronicos,PIX
M,11,B,4,0,199.76,5,46-50,Brinquedos,PIX
M,3,B,4,1,94.39,4,26-35,Casa,Cartao_Debito
M,4,A,3,0,229.0,5,0-17,Beleza,PIX
F,10,A,4,0,151.08,1,46-50,Eletronicos,Dinheiro
M,1,B,4,0,445.46,5,18-25,Eletronicos,Boleto
M,14,B,1,1,43.08,5,51-55,Alimentos,Cartao_Debito
M,11,B,0,1,443.83,2,46-50,Alimentos,Cartao_Credito
F,1,C,0,0,234.15,1,0-17,Roupas,Dinheiro
M,14,B,0,1,249.83,4,51-55,Beleza,Dinheiro
M,16,A,2,1,400.82,4,46-50,Esportes,Cartao_Credito
F,9,A,4,0,167.57,4,26-35,Brinquedos,Cartao_Debito
M,2,C,2,0,253.26,3,18-25,Brinquedos,Dinheiro
M,5,B,3,0,373.45,4,26-35,Alimentos,PIX
M,1,A,0,1,100.98,2,0-17,Roupas,Boleto
M,17,B,1,1,178.75,3,46-50,Alimentos,Cartao_Debito
M,1,A,0,0,488.47,4,0-17,Casa,Cartao_Debito
F,15,C,2,1,69.05,2,46-50,Beleza,Boleto
F,16,B,1,1,1048.38,2,46-50,Eletronicos,Boleto
M,2,A,1,1,295.33,3,0-17,Eletronicos,Cartao_Debito
M,9,A,3,1,133.36,4,26-35,Alimentos,PIX
M,16,A,4,0,311.65,2,46-50,Eletronicos,PIX
F,18,B,0,1,68.75,4,51-55,Alimentos,Cartao_Debito
F,15,A,2,1,306.82,2,18-25,Brinquedos,Boleto
F,18,B,1,0,99.22,5,55+,Beleza,Dinheiro
F,11,B,4,1,858.73,1,36-45,Roupas,Cartao_Debito
M,6,C,4,0,293.09,2,26-35,Eletronicos,Dinheiro
F,12,C,2,1,574.54,5,46-50,Esportes,Boleto
F,5,A,0,0,84.02,3,26-35,Beleza,Cartao_Debito
M,18,A,3,1,41.02,5,51-55,Esportes,Dinheiro
M,18,C,2,1,105.6,5,51-55,Brinquedos,Dinheiro
M,7,B,4,1,413.34,5,51-55,Casa,Boleto
M,2,A,3,1,891.95,1,0-17,Esportes,Cartao_Debito
F,15,B,4,1,420.74,1,46-50,Casa,Cartao_Credito
M,8,C,1,1,443.56,2,26-35,Esportes,Boleto
M,6,A,1,1,48.35,1,26-35,Beleza,PIX
M,1,A,0,0,82.48,4,18-25,Alimentos,Dinheiro
M,3,A,3,0,178.46,3,18-25,Alimentos,Cartao_Debito
